Contract reference,Name,Province,Area,Primary Number,Collection name,House Hold Size,Registration Date
C373000017,P***,Lusaka,Kalingalinga,XXXX1296,A***,2,7/23/2025
C373020015,M***,Lusaka,Kalingalinga,XXXX0656,A***,6,7/23/2025
C373030014,J***,Lusaka,Libala South,XXXX7078,I***,7,7/31/2025
C373040013,M***,Lusaka,Kalingalinga,XXXX1334,A***,6,7/24/2025
C373050012,M***,Lusaka,Kalingalinga,XXXX4387,A***,4,7/24/2025
C373110014,K***,Lusaka,Kalingalinga,XXXX7711,A***,3,7/24/2025
C373120013,S***,Lusaka,Kalingalinga,XXXX3571,A***,5,7/24/2025
C373150010,S***,Lusaka,Kaunda Square Stage One,XXXX5033,J***,7,7/25/2025
C373160019,R***,Lusaka,Kalingalinga,XXXX2150,A***,8,7/24/2025
C373270016,N***,Lusaka,Kalingalinga,XXXX7421,A***,5,7/26/2025
C373450014,N***,Lusaka,Kamanga,XXXX8441,M***,6,7/26/2025
C373520014,J***,Lusaka,Kamanga,XXXX2011,M***,2,7/26/2025
C373530013,J***,Lusaka,Kamanga,XXXX0251,M***,5,7/26/2025
C373550011,G***,Lusaka,Kamanga,XXXX1079,M***,4,7/26/2025
C373620012,L***,Lusaka,Kamanga,XXXX0119,M***,5,7/26/2025
C373650019,V***,Lusaka,Kamanga,XXXX0377,M***,4,7/26/2025
C373710011,E***,Lusaka,Kamanga,XXXX9540,M***,5,7/26/2025
C373720010,T***,Lusaka,Kamanga,XXXX4422,M***,6,7/26/2025
C373750017,J***,Lusaka,Kamanga,XXXX8921,M***,3,7/26/2025
C373800010,S***,Lusaka,Kamanga,XXXX0668,M***,3,7/28/2025
C373820018,M***,Lusaka,Kamanga,XXXX2030,M***,6,7/28/2025
C373900018,R***,Lusaka,Kamanga,XXXX4823,M***,3,7/28/2025
C373920016,M***,Lusaka,Kamanga,XXXX4081,M***,4,7/28/2025
C374060010,G***,Lusaka,Kamanga,XXXX1383,M***,3,7/28/2025
C374120012,S***,Lusaka,Kamanga,XXXX6222,M***,6,7/28/2025
C374130011,A***,Lusaka,Garden Compound,XXXX0053,M***,5,8/8/2025
C374160018,D***,Lusaka,Garden Compound,XXXX4429,M***,5,8/8/2025
C374170017,L***,Lusaka,Kamanga,XXXX4836,M***,4,7/28/2025
C374180016,D***,Lusaka,Garden Compound,XXXX6709,M***,8,8/8/2025
C374190015,V***,Lusaka,Garden Compound,XXXX6590,M***,7,8/8/2025
C374210011,M***,Lusaka,Garden Compound,XXXX4005,M***,5,8/8/2025
C374250017,N***,Lusaka,Garden Compound,XXXX0070,M***,8,8/8/2025
C374280014,M***,Lusaka,Kamanga,XXXX1014,M***,8,7/28/2025
C374290013,E***,Lusaka,Garden Compound,XXXX8659,S***,7,8/8/2025
C374300010,L***,Lusaka,Kamanga,XXXX4314,M***,3,7/28/2025
C374320018,M***,Lusaka,Garden Compound,XXXX0670,S***,4,8/8/2025
C374380012,M***,Lusaka,Kamanga,XXXX9607,M***,5,8/5/2025
C374400018,K***,Lusaka,Kamanga,XXXX5555,M***,3,7/28/2025
C374460012,J***,Lusaka,Chelstone,XXXX3679,T***,10,7/30/2025
C374480010,M***,Lusaka,Chainda,XXXX0697,T***,5,7/30/2025
C374520013,L***,Lusaka,Chainda,XXXX5562,T***,5,7/30/2025
C374530012,S***,Lusaka,Kasupe,XXXX9385,A***,6,8/5/2025
C374570018,G***,Lusaka,Avondale,XXXX6600,T***,4,7/30/2025
C374580017,J***,Lusaka,Kasupe,XXXX7170,A***,6,8/5/2025
C374590016,E***,Lusaka,Kasupe,XXXX2491,A***,5,8/5/2025
C374600013,A***,Lusaka,Kasupe,XXXX9863,A***,5,8/5/2025
C374620011,R***,Lusaka,Chainda,XXXX7558,T***,4,7/30/2025
C374630010,B***,Lusaka,Kabanana,XXXX1120,E***,8,7/30/2025
C374650018,M***,Lusaka,Chipata Compound,XXXX3681,E***,5,8/5/2025
C374680015,L***,Lusaka,Chipata Compound,XXXX5382,E***,3,8/5/2025
C374690014,E***,Lusaka,Chipata Compound,XXXX6775,E***,7,8/5/2025
C374700011,J***,Lusaka,Chipata Compound,XXXX2737,E***,13,8/5/2025
C374740017,M***,Lusaka,Chipata Compound,XXXX1330,E***,5,8/5/2025
C374800019,J***,Lusaka,Chipata Compound,XXXX6297,E***,6,8/5/2025
C374960011,J***,Lusaka,Matero,XXXX8848,A***,5,8/7/2025
C374970010,M***,Lusaka,Matero,XXXX0960,A***,9,8/7/2025
C374990018,W***,Lusaka,Matero,XXXX0030,A***,5,8/7/2025
C375010014,C***,Lusaka,Matero,XXXX3792,A***,6,8/7/2025
C375020013,A***,Lusaka,Matero,XXXX1000,A***,7,8/7/2025
C375030012,P***,Lusaka,Matero,XXXX2360,A***,5,8/7/2025
C375110012,B***,Lusaka,Chilenje,XXXX9484,G***,6,8/7/2025
C375120011,G***,Lusaka,Chilenje,XXXX7155,G***,8,8/7/2025
C375130010,P***,Lusaka,Chilenje,XXXX1163,G***,4,8/7/2025
C375140019,B***,Lusaka,Chilenje,XXXX8967,G***,6,8/7/2025
C375150018,K***,Lusaka,Chilenje,XXXX1952,G***,8,8/7/2025
C375160017,D***,Lusaka,Chilenje,XXXX5071,G***,6,8/7/2025
C375190014,N***,Lusaka,Nyumba Yanga,XXXX1504,G***,6,8/7/2025
C375200011,E***,Lusaka,Chilenje,XXXX6026,G***,4,8/7/2025
C375220019,V***,Lusaka,Shantumbu,XXXX4478,G***,5,8/7/2025
C375230018,P***,Lusaka,Chilenje,XXXX9328,G***,4,8/7/2025
C375240017,G***,Lusaka,Chilenje,XXXX9583,G***,7,8/7/2025
C375270014,G***,Lusaka,10 Miles,XXXX0080,J***,6,8/7/2025
C375280013,E***,Lusaka,10 Miles,XXXX6226,J***,7,8/7/2025
C375300019,E***,Lusaka,10 Miles,XXXX6464,V***,8,8/7/2025
C375310018,T***,Lusaka,10 Miles,XXXX9590,V***,11,8/7/2025
C375380011,R***,Lusaka,Kabwata,XXXX9462,I***,4,8/7/2025
C375400017,J***,Lusaka,Kabwata,XXXX6951,I***,5,8/7/2025
C375420015,C***,Lusaka,Kabwata,XXXX7677,I***,8,8/7/2025
C375440013,B***,Lusaka,Kabwata,XXXX6337,I***,6,8/7/2025
C375520012,F***,Lusaka,Apollo,XXXX5104,M***,6,8/7/2025
C375540010,D***,Lusaka,Apollo,XXXX9614,M***,7,8/6/2025
C375550019,B***,Lusaka,Apollo,XXXX1828,M***,8,8/6/2025
C375560018,A***,Lusaka,Apollo,XXXX1700,M***,4,8/7/2025
C375570017,M***,Lusaka,Apollo,XXXX1260,M***,6,8/6/2025
C375580016,C***,Lusaka,Apollo,XXXX8936,M***,4,8/6/2025
C375590015,C***,Lusaka,Apollo,XXXX7022,M***,8,8/6/2025
C375600012,B***,Lusaka,Apollo,XXXX4822,M***,7,8/6/2025
C375620010,P***,Lusaka,Ngombe,XXXX0456,J***,5,8/8/2025
C375650017,B***,Lusaka,Ngombe,XXXX6007,J***,4,8/8/2025
C375660016,K***,Lusaka,Ngombe,XXXX0933,J***,5,8/8/2025
C375670015,R***,Lusaka,Ngombe,XXXX5079,J***,6,8/8/2025
C375710019,R***,Lusaka,Zanimuone,XXXX4115,G***,5,8/5/2025
C375720018,D***,Lusaka,Ngombe,XXXX5621,J***,3,8/8/2025
C375800018,M***,Lusaka,Ngombe,XXXX7456,J***,4,8/8/2025
C375930013,M***,Lusaka,Chazanga,XXXX8384,M***,6,8/5/2025
C375940012,D***,Lusaka,Chazanga,XXXX8610,M***,6,8/5/2025
C375950011,E***,Lusaka,Chazanga,XXXX7066,M***,7,8/5/2025
C375960010,J***,Lusaka,Chazanga,XXXX4490,M***,5,8/5/2025
C375970019,G***,Lusaka,Chazanga,XXXX0992,M***,7,8/5/2025
C375990017,F***,Lusaka,Chazanga,XXXX0028,M***,4,8/5/2025
C376040010,D***,Lusaka,Chawama,XXXX7877,R***,12,8/6/2025
C376060018,P***,Lusaka,Chawama,XXXX3668,R***,3,8/6/2025
C376080016,G***,Lusaka,Chawama,XXXX8138,R***,6,8/6/2025
C376110011,B***,Lusaka,Chazanga,XXXX4856,M***,4,8/6/2025
C376130019,E***,Lusaka,Chawama,XXXX1331,R***,5,8/6/2025
C376140018,R***,Lusaka,Chawama,XXXX9741,R***,7,8/6/2025
C376150017,M***,Lusaka,Chawama,XXXX8811,R***,5,8/6/2025
C376170015,C***,Lusaka,Chazanga,XXXX7730,M***,6,8/6/2025
C376180014,J***,Lusaka,Chawama,XXXX9414,R***,7,8/6/2025
C376200010,M***,Lusaka,Chawama,XXXX7677,R***,5,8/6/2025
C376210019,V***,Lusaka,Chawama,XXXX1033,R***,7,8/6/2025
C376220018,R***,Lusaka,Chawama,XXXX3278,R***,6,8/6/2025
C376240016,C***,Lusaka,Chazanga,XXXX8449,M***,4,8/6/2025
C376340014,J***,Lusaka,Chazanga,XXXX6203,M***,5,8/7/2025
C376370011,T***,Lusaka,Chazanga,XXXX0444,M***,4,8/7/2025
C376390019,A***,Lusaka,Chazanga,XXXX3372,M***,4,8/7/2025
C376410015,D***,Lusaka,Chazanga,XXXX1827,M***,4,8/7/2025
C376440012,S***,Lusaka,Chazanga,XXXX5758,M***,4,8/8/2025
C376470019,B***,Lusaka,Kamanga,XXXX8992,M***,3,8/8/2025
C380660019,M***,Lusaka,Meanwood Kwamwena,XXXX6020,J***,7,9/4/2025
C321830010,M***,Lusaka,John Haward,XXXX1231,F***,4,9/25/2023
C326990017,P***,Lusaka,Garden Compound,XXXX4032,M***,5,11/24/2023
C327960019,C***,Lusaka,Ngombe,XXXX0928,B***,8,12/1/2023
C328050018,R***,Lusaka,Ngombe,XXXX7492,B***,4,12/1/2023
C328680012,L***,Lusaka,Ngwerere,XXXX7295,M***,8,12/8/2023
C333350015,C***,Lusaka,John Haward,XXXX2054,F***,3,4/22/2024
C333440014,R***,Lusaka,Jack Compound,XXXX5398,M***,7,4/23/2024
C333680015,M***,Lusaka,Chilenje,XXXX3005,I***,5,4/23/2024
C334640018,C***,Lusaka,Ngombe,XXXX7260,B***,5,4/25/2024
C334670015,S***,Lusaka,Ngombe,XXXX6458,B***,8,4/25/2024
C336410014,C***,Lusaka,6 Miles,XXXX3253,G***,6,5/9/2024
C336670013,M***,Lusaka,6 Miles,XXXX8210,G***,5,5/9/2024
C339620015,C***,Lusaka,Chaminuka,XXXX0703,E***,4,5/24/2024
C340710011,P***,Lusaka,Kalikiliki,XXXX4144,S***,2,6/12/2024
C340820018,C***,Lusaka,Libala South,XXXX4432,L***,6,6/12/2024
C340890011,E***,Lusaka,Kasupe,XXXX4540,J***,5,6/13/2024
C341060010,P***,Lusaka,Kasupe,XXXX2166,J***,5,6/13/2024
C341130011,M***,Lusaka,Kasupe,XXXX8413,J***,5,6/13/2024
C341290013,M***,Lusaka,Ngombe,XXXX5939,J***,3,6/14/2024
C341490019,J***,Lusaka,Ngombe,XXXX1422,J***,4,6/14/2024
C341810018,T***,Lusaka,Ngombe,XXXX7111,J***,8,6/17/2024
C341940013,S***,Lusaka,SOS,XXXX5575,J***,4,6/17/2024
C342060019,C***,Lusaka,Chazanga,XXXX1564,J***,11,6/17/2024
C342460011,E***,Lusaka,Kanyama,XXXX0500,D***,4,6/18/2024
C342770013,A***,Lusaka,Garden House,XXXX1521,K***,6,6/18/2024
C342980018,M***,Lusaka,Jack Compound,XXXX8212,L***,4,6/19/2024
C343350013,J***,Lusaka,Chilanga,XXXX6777,M***,4,6/21/2024
C343490017,R***,Lusaka,Chilenje,XXXX7875,A***,4,6/24/2024
C345360010,C***,Lusaka,Mtendere Main,XXXX6719,A***,4,7/9/2024
C345830012,A***,Lusaka,Chazanga,XXXX0975,J***,6,7/11/2024
C345840011,C***,Lusaka,Chazanga,XXXX2261,J***,4,7/11/2024
C346290018,L***,Lusaka,Chilenje,XXXX2813,L***,5,7/16/2024
C346500010,A***,Lusaka,Matero,XXXX9308,A***,4,7/17/2024
C346680010,J***,Lusaka,Matero,XXXX2892,A***,5,7/17/2024
C346830011,A***,Lusaka,Kaunda Square Stage One,XXXX2648,J***,5,7/18/2024
C346840010,E***,Lusaka,6 Miles,XXXX7279,G***,5,7/30/2024
C349360016,E***,Lusaka,Ngombe,XXXX2411,G***,7,5/26/2025
C349370015,S***,Lusaka,Ngombe,XXXX9125,G***,2,5/26/2025
C349380014,B***,Lusaka,Ngombe,XXXX8925,G***,6,6/5/2025
C349390013,T***,Lusaka,Ngombe,XXXX7990,G***,4,5/26/2025
C349410019,C***,Lusaka,Ngombe,XXXX9800,G***,7,5/26/2025
C349420018,N***,Lusaka,Ngombe,XXXX4408,G***,6,5/26/2025
C349440016,D***,Lusaka,Ngombe,XXXX7267,G***,5,5/28/2025
C349560011,E***,Lusaka,Shantumbu,XXXX4391,S***,6,5/28/2025
C349680017,D***,Lusaka,6 Miles,XXXX7692,G***,4,5/28/2025
C349820019,V***,Lusaka,6 Miles,XXXX4021,G***,6,5/28/2025
C349860015,J***,Lusaka,6 Miles,XXXX1632,G***,5,5/28/2025
C349900019,K***,Lusaka,6 Miles,XXXX6763,G***,5,5/28/2025
C350030011,M***,Lusaka,6 Miles,XXXX7124,G***,7,5/28/2025
C350900015,V***,Lusaka,15 Miles,XXXX1641,G***,4,5/30/2025
C350910014,C***,Lusaka,15 Miles,XXXX2859,I***,6,5/30/2025
C350950010,P***,Lusaka,15 Miles,XXXX4107,S***,8,6/23/2025
C350990016,V***,Lusaka,15 Miles,XXXX8737,S***,6,5/30/2025
C351020011,G***,Lusaka,15 Miles,XXXX4175,B***,5,5/30/2025
C351030010,M***,Lusaka,15 Miles,XXXX0406,S***,6,5/30/2025
C351050018,E***,Lusaka,15 Miles,XXXX3606,I***,6,5/30/2025
C351060017,J***,Lusaka,15 Miles,XXXX7073,S***,14,5/30/2025
C351180013,M***,Lusaka,15 Miles,XXXX8956,S***,5,5/30/2025
C351200019,J***,Lusaka,15 Miles,XXXX6647,S***,7,5/30/2025
C351230016,V***,Lusaka,15 Miles,XXXX7375,B***,10,5/30/2025
C351280011,G***,Lusaka,15 Miles,XXXX1547,S***,6,5/30/2025
C351290010,G***,Lusaka,15 Miles,XXXX3504,I***,4,6/7/2025
C351320015,S***,Lusaka,15 Miles,XXXX0756,B***,7,5/30/2025
C351330014,M***,Lusaka,15 Miles,XXXX3956,B***,4,5/30/2025
C351420013,F***,Lusaka,Kamwala South,XXXX9277,G***,9,5/31/2025
C351620018,N***,Lusaka,John Haward,XXXX3136,F***,9,6/13/2025
C351630017,R***,Lusaka,Jack Compound,XXXX8872,L***,2,6/3/2025
C351750013,C***,Lusaka,Chawama,XXXX8436,R***,8,5/31/2025
C351770011,L***,Lusaka,John Haward,XXXX9580,R***,5,5/31/2025
C351790019,H***,Lusaka,Jack Compound,XXXX7605,F***,6,6/3/2025
C351840012,G***,Lusaka,Jack Compound,XXXX6716,M***,5,6/3/2025
C351940010,F***,Lusaka,Kabanana,XXXX6209,C***,4,5/31/2025
C351950019,S***,Lusaka,Kabanana,XXXX5761,C***,5,6/2/2025
C351990015,I***,Lusaka,Kabanana,XXXX4474,C***,7,5/31/2025
C352000012,J***,Lusaka,6 Miles,XXXX2667,G***,6,6/10/2025
C352030019,J***,Lusaka,Ngwerere,XXXX4689,M***,4,6/5/2025
C352040018,M***,Lusaka,Kabanana,XXXX1482,C***,6,6/2/2025
C352060016,N***,Lusaka,Ngwerere,XXXX9282,M***,5,6/5/2025
C352130017,A***,Lusaka,Kabanana,XXXX0239,C***,4,6/2/2025
C352210017,S***,Lusaka,Kabanana,XXXX7221,C***,4,6/2/2025
C352240014,A***,Lusaka,Kabanana,XXXX7521,C***,9,5/31/2025
C352260012,C***,Lusaka,Kabanana,XXXX8249,C***,4,5/31/2025
C352410013,M***,Lusaka,Mtendere,XXXX5826,J***,6,6/2/2025
C352420012,P***,Lusaka,Mtendere Main,XXXX5038,J***,9,6/2/2025
C352490015,D***,Lusaka,Mtendere,XXXX0996,J***,5,6/2/2025
C352600019,L***,Lusaka,Chawama,XXXX3767,R***,8,6/13/2025
C352740013,P***,Lusaka,Chalala,XXXX9292,S***,7,6/19/2025
C352880017,A***,Lusaka,Libala South,XXXX6839,G***,7,6/11/2025
C353220015,J***,Lusaka,Kaunda Square Stage One,XXXX8625,J***,5,6/4/2025
C353240013,A***,Lusaka,Kaunda Square Stage One,XXXX3610,J***,4,6/4/2025
C353350010,R***,Lusaka,Kaunda Square Stage One,XXXX1739,J***,6,6/13/2025
C353430010,F***,Lusaka,Kaunda Square Stage One,XXXX0891,J***,3,6/4/2025
C353530017,M***,Lusaka,Kanyama,XXXX4656,D***,5,6/3/2025
C353560014,H***,Lusaka,Kaunda Square Stage One,XXXX3104,J***,6,6/4/2025
C353590011,E***,Lusaka,Kaunda Square Stage One,XXXX1359,J***,9,6/4/2025
C353640014,M***,Lusaka,Kaunda Square Stage One,XXXX9310,J***,7,6/4/2025
C353670011,G***,Lusaka,Kaunda Square Stage One,XXXX4080,J***,7,6/4/2025
C353720014,C***,Lusaka,Kaunda Square Stage One,XXXX7472,J***,13,6/4/2025
C353730013,M***,Lusaka,Kaunda Square Stage One,XXXX2177,J***,5,6/4/2025
C353740012,G***,Lusaka,Kaunda Square Stage One,XXXX6808,J***,5,7/2/2025
C353840010,H***,Lusaka,Kaunda Square,XXXX8665,J***,2,6/5/2025
C353860018,I***,Lusaka,Kanyama,XXXX7959,D***,4,6/3/2025
C353870017,B***,Lusaka,Kaunda Square Stage One,XXXX2046,J***,5,6/4/2025
C354200016,P***,Lusaka,Jack Compound,XXXX1865,M***,5,6/5/2025
C354240012,M***,Lusaka,Chilenje South,XXXX1083,I***,6,6/4/2025
C354280018,A***,Lusaka,Chilenje South,XXXX1891,I***,5,6/4/2025
C354330011,S***,Lusaka,Chilenje South,XXXX6952,L***,5,6/4/2025
C354380016,I***,Lusaka,Jack Compound,XXXX4701,E***,4,6/5/2025
C354400012,J***,Lusaka,Jack Compound,XXXX2241,M***,3,6/5/2025
C354410011,M***,Lusaka,Chilenje South,XXXX9911,S***,4,6/4/2025
C354420010,M***,Lusaka,Chilenje South,XXXX3338,S***,6,6/4/2025
C354460016,N***,Lusaka,Chilenje,XXXX0820,I***,10,6/18/2025
C354500019,S***,Lusaka,Chilenje,XXXX4999,L***,4,6/4/2025
C354550014,N***,Lusaka,Chilenje,XXXX3608,S***,5,6/4/2025
C354560013,P***,Lusaka,Chilenje,XXXX7354,L***,3,6/4/2025
C354590010,B***,Lusaka,Chalala,XXXX6036,S***,4,6/4/2025
C354620015,R***,Lusaka,Chilenje South,XXXX9622,C***,6,6/4/2025
C354630014,M***,Lusaka,Chilenje South,XXXX8964,I***,1,6/4/2025
C354640013,M***,Lusaka,Kamwala South,XXXX3813,I***,1,6/17/2025
C354660011,T***,Lusaka,Ngombe,XXXX1967,G***,7,6/5/2025
C354670010,M***,Lusaka,Ngombe,XXXX6126,J***,4,6/11/2025
C354900011,C***,Lusaka,Ngombe,XXXX6516,B***,8,6/5/2025
C354990012,M***,Lusaka,Ngombe,XXXX8762,B***,8,6/5/2025
C355030016,F***,Lusaka,Ngombe,XXXX8804,B***,2,6/5/2025
C355040015,N***,Lusaka,Ngombe,XXXX1640,B***,3,6/5/2025
C355220013,D***,Lusaka,Ngombe,XXXX4603,B***,6,6/5/2025
C355290016,E***,Lusaka,Ngombe,XXXX9400,B***,5,6/5/2025
C355320011,M***,Lusaka,Ngombe,XXXX7346,G***,2,6/5/2025
C355540014,E***,Lusaka,Kabulonga,XXXX1491,S***,7,6/6/2025
C355680018,M***,Lusaka,Kabulonga,XXXX9334,S***,7,6/12/2025
C356020016,M***,Lusaka,Kasupe,XXXX1010,J***,4,6/6/2025
C356030015,F***,Lusaka,Kasupe,XXXX1286,J***,6,6/15/2025
C356160010,M***,Lusaka,Chazanga,XXXX8984,J***,6,6/9/2025
C356220012,J***,Lusaka,SOS,XXXX2332,J***,6,6/9/2025
C356230011,P***,Lusaka,Chazanga,XXXX0323,J***,6,6/9/2025
C356290015,B***,Lusaka,SOS,XXXX6174,J***,5,6/9/2025
C356300012,H***,Lusaka,Chazanga,XXXX8080,J***,5,6/9/2025
C356310011,L***,Lusaka,SOS,XXXX9423,J***,5,6/9/2025
C356360016,J***,Lusaka,SOS,XXXX0422,J***,9,6/9/2025
C356400010,T***,Lusaka,Chazanga,XXXX6865,J***,6,6/9/2025
C356410019,I***,Lusaka,SOS,XXXX0676,J***,4,6/9/2025
C356440016,R***,Lusaka,Chazanga,XXXX7669,J***,7,6/13/2025
C356500017,N***,Lusaka,Chazanga,XXXX8911,J***,5,6/9/2025
C356950014,C***,Lusaka,6 Miles,XXXX7774,L***,2,6/10/2025
C356960013,E***,Lusaka,6 Miles,XXXX9099,L***,5,6/10/2025
C357160019,R***,Lusaka,Matero,XXXX4062,A***,6,6/12/2025
C357210012,N***,Lusaka,Matero,XXXX9056,A***,6,6/12/2025
C357220011,C***,Lusaka,Matero,XXXX0603,A***,9,6/12/2025
C357250018,V***,Lusaka,Matero,XXXX7316,A***,4,6/12/2025
C357270016,A***,Lusaka,Matero,XXXX6544,A***,7,6/12/2025
C357510015,M***,Lusaka,Garden Compound,XXXX3486,M***,8,6/12/2025
C357530013,E***,Lusaka,Kaunda Square,XXXX4600,J***,2,6/27/2025
C357570019,A***,Lusaka,Garden,XXXX6599,M***,10,6/20/2025
C357810019,E***,Lusaka,Jack Compound,XXXX3827,M***,5,6/13/2025
C357840016,F***,Lusaka,Jack Compound,XXXX9921,L***,5,6/13/2025
C357880012,E***,Lusaka,Jack Compound,XXXX9752,M***,3,6/19/2025
C358340016,M***,Lusaka,Chilanga,XXXX5519,M***,5,6/15/2025
C358380012,S***,Lusaka,Chilanga,XXXX9454,M***,5,6/15/2025
C358420016,A***,Lusaka,Chilanga,XXXX5794,M***,5,6/15/2025
C358480010,F***,Lusaka,Ngombe,XXXX7894,G***,5,6/18/2025
C358510014,C***,Lusaka,Ngombe,XXXX4036,G***,4,6/12/2025
C358520013,E***,Lusaka,Ngombe,XXXX6432,G***,11,6/13/2025
C358550010,M***,Lusaka,Ngombe,XXXX5797,G***,8,6/12/2025
C358580017,G***,Lusaka,Ngombe,XXXX5022,B***,7,6/5/2025
C358600013,P***,Lusaka,Ngombe,XXXX2233,B***,4,6/5/2025
C358840015,A***,Lusaka,Kabanana,XXXX8416,E***,11,6/9/2025
C358880011,C***,Lusaka,Kabangwe,XXXX4818,E***,6,6/9/2025
C358900017,B***,Lusaka,Kabanana,XXXX3070,E***,2,6/9/2025
C358950012,M***,Lusaka,Kabulonga,XXXX0104,S***,6,6/7/2025
C358970010,E***,Lusaka,Kabanana,XXXX4372,E***,4,6/9/2025
C358980019,M***,Lusaka,Kabanana,XXXX9178,E***,7,6/9/2025
C359100013,E***,Lusaka,15 Miles,XXXX2292,I***,3,6/23/2025
C359120011,B***,Lusaka,15 Miles,XXXX9257,I***,7,6/23/2025
C359130010,A***,Lusaka,15 Miles,XXXX3909,I***,5,5/30/2025
C359150018,M***,Lusaka,15 Miles,XXXX7298,S***,7,6/23/2025
C359210010,J***,Lusaka,15 Miles,XXXX6051,I***,8,6/23/2025
C359770013,M***,Lusaka,Kaunda Square Stage One,XXXX6699,J***,5,6/13/2025
C359940012,B***,Lusaka,Ngombe,XXXX2001,J***,2,6/18/2025
C359960010,S***,Lusaka,Ngombe,XXXX0533,J***,11,6/18/2025
C359990017,V***,Lusaka,Ngombe,XXXX8351,J***,4,6/18/2025
C360020010,C***,Lusaka,Ngombe,XXXX3419,J***,2,6/18/2025
C360190011,A***,Lusaka,Chelstone,XXXX2121,T***,8,6/20/2025
C360350011,N***,Lusaka,Chelstone,XXXX6310,T***,7,6/19/2025
C360360010,J***,Lusaka,Chilenje,XXXX3899,L***,5,6/18/2025
C360390017,D***,Lusaka,Chilenje,XXXX5966,L***,1,6/4/2025
C360410013,J***,Lusaka,Chilenje,XXXX7452,A***,5,6/4/2025
C360610018,B***,Lusaka,Jack,XXXX6879,L***,8,6/19/2025
C360640015,R***,Lusaka,Kalingalinga,XXXX7769,A***,2,7/2/2025
C360710016,H***,Lusaka,Kalingalinga,XXXX2200,A***,6,7/2/2025
C360720015,M***,Lusaka,Kalingalinga,XXXX2139,A***,6,7/2/2025
C360740013,L***,Lusaka,Kalingalinga,XXXX8514,A***,3,7/2/2025
C360980015,J***,Lusaka,Chaisa,XXXX0076,E***,4,6/25/2025
C361350010,L***,Lusaka,Chilenje,XXXX6267,I***,8,6/4/2025
C361370018,S***,Lusaka,Chilenje,XXXX3087,C***,8,6/4/2025
C361560014,V***,Lusaka,Chilenje,XXXX1285,I***,9,6/4/2025
C361700016,A***,Lusaka,Ngombe,XXXX3176,S***,6,6/16/2025
C361750011,D***,Lusaka,Ngombe,XXXX8461,G***,7,6/16/2025
C361760010,P***,Lusaka,Ngombe,XXXX4377,G***,8,6/16/2025
C361780018,A***,Lusaka,Ngombe,XXXX8818,G***,6,6/12/2025
C361960016,J***,Lusaka,Ngombe,XXXX1620,G***,2,6/17/2025
C361990013,M***,Lusaka,SOS,XXXX4326,J***,6,6/9/2025
C362150013,N***,Lusaka,Ngombe,XXXX4072,J***,5,6/17/2025
C362180010,M***,Lusaka,Ngombe,XXXX3498,B***,4,6/17/2025
C362330011,C***,Lusaka,6 Miles,XXXX8743,G***,1,6/18/2025
C362520017,A***,Lusaka,15 Miles,XXXX2874,S***,7,6/17/2025
C362540015,F***,Lusaka,15 Miles,XXXX0075,S***,8,6/17/2025
C362550014,M***,Lusaka,6 Miles,XXXX6305,G***,6,6/17/2025
C362580011,P***,Lusaka,6 Miles,XXXX0293,S***,1,6/17/2025
C362620015,S***,Lusaka,6 Miles,XXXX5812,G***,5,6/17/2025
C362630014,B***,Lusaka,6 Miles,XXXX0454,G***,6,6/18/2025
C362650012,M***,Lusaka,6 Miles,XXXX2398,G***,3,6/17/2025
C362760019,A***,Lusaka,6 Miles,XXXX8388,G***,5,6/17/2025
C362800013,Q***,Lusaka,6 Miles,XXXX9848,G***,5,6/17/2025
C362840019,R***,Lusaka,6 Miles,XXXX0079,G***,1,6/17/2025
C362850018,E***,Lusaka,15 Miles,XXXX7568,B***,4,6/17/2025
C362880015,B***,Lusaka,15 Miles,XXXX8207,B***,2,6/17/2025
C362890014,E***,Lusaka,15 Miles,XXXX5539,B***,6,6/17/2025
C362920019,J***,Lusaka,15 Miles,XXXX8680,B***,6,6/17/2025
C362930018,R***,Lusaka,15 Miles,XXXX3638,B***,6,6/17/2025
C363410010,A***,Lusaka,Kanyama,XXXX4997,D***,5,6/19/2025
C363540014,G***,Lusaka,Garden Compound,XXXX8993,M***,6,6/12/2025
C363600016,J***,Lusaka,Kaunda Square,XXXX3628,J***,7,6/13/2025
C363640012,H***,Lusaka,Garden Compound,XXXX8584,M***,7,6/12/2025
C363650011,T***,Lusaka,Kaunda Square,XXXX7500,J***,5,6/13/2025
C363680018,L***,Lusaka,Kaunda Square Stage One,XXXX0779,J***,7,6/13/2025
C363700014,G***,Lusaka,Garden Compound,XXXX7673,M***,5,6/12/2025
C363710013,L***,Lusaka,Garden Compound,XXXX5511,M***,3,6/12/2025
C363740010,A***,Lusaka,Garden Compound,XXXX5279,M***,5,6/12/2025
C363780016,G***,Lusaka,Garden Compound,XXXX8067,M***,7,6/26/2025
C363810011,M***,Lusaka,Garden Compound,XXXX8915,M***,4,6/12/2025
C363970013,F***,Lusaka,Kabanana,XXXX3729,E***,8,6/24/2025
C364030015,G***,Lusaka,Kabanana,XXXX6142,E***,8,6/24/2025
C364050013,D***,Lusaka,Kanyama,XXXX8040,D***,2,6/12/2025
C364070011,G***,Lusaka,Kanyama,XXXX2522,D***,5,6/12/2025
